user_id,item_id,estimated_rating,movie_title
450,170,4.349424380380054,Cinema Paradiso (1988)
596,13,3.6749223783721905,Mighty Aphrodite (1995)
596,682,3.1256500646256593,I Know What You Did Last Summer (1997)
596,678,3.1001942163684464,Volcano (1997)
586,22,4.473898575380901,Braveheart (1995)
586,195,4.248862997266579,"Terminator, The (1984)"
586,186,4.150802541905937,"Blues Brothers, The (1980)"
586,69,4.000630589655251,Forrest Gump (1994)
586,257,3.9986696775299055,Men in Black (1997)
586,470,3.850792472693473,Tombstone (1993)
586,735,3.799244121424738,Philadelphia (1993)
586,117,3.746591999655318,"Rock, The (1996)"
586,467,3.7063205516256468,"Bronx Tale, A (1993)"
586,273,3.6503306501887884,Heat (1995)
653,50,4.473307593269565,Star Wars (1977)
653,96,4.252306464731899,Terminator 2: Judgment Day (1991)
653,180,4.247670055516529,Apocalypse Now (1979)
653,136,4.226446691603217,Mr. Smith Goes to Washington (1939)
653,423,4.225806563700851,E.T. the Extra-Terrestrial (1982)
653,187,4.2250505576255275,"Godfather: Part II, The (1974)"
653,210,4.175036685379893,Indiana Jones and the Last Crusade (1989)
653,135,4.149050733865693,2001: A Space Odyssey (1968)
653,223,4.121215637552758,Sling Blade (1996)
653,197,4.053233724058179,"Graduate, The (1967)"
378,98,4.6254071827436976,"Silence of the Lambs, The (1991)"
378,173,4.448995421800764,"Princess Bride, The (1987)"
378,479,4.400160786537186,Vertigo (1958)
378,272,4.373553336482614,Good Will Hunting (1997)
378,22,4.350254168237894,Braveheart (1995)
378,96,4.300143733116997,Terminator 2: Judgment Day (1991)
378,302,4.2750903133623055,L.A. Confidential (1997)
378,496,4.274899262952648,It's a Wonderful Life (1946)
378,275,4.225443025751654,Sense and Sensibility (1995)
378,1,4.22465117868772,Toy Story (1995)
405,178,4.602157036882334,12 Angry Men (1957)
405,480,4.426705521210621,North by Northwest (1959)
405,174,4.399218387918277,Raiders of the Lost Ark (1981)
405,48,4.298390346433327,Hoop Dreams (1994)
405,657,4.227661736958252,"Manchurian Candidate, The (1962)"
405,923,4.2046529161567525,Raise the Red Lantern (1991)
405,182,4.199841369664305,GoodFellas (1990)
405,525,4.175060538681445,"Big Sleep, The (1946)"
405,168,4.154796578895056,Monty Python and the Holy Grail (1974)
405,181,4.150589262934915,Return of the Jedi (1983)
279,169,4.526066959437817,"Wrong Trousers, The (1993)"
279,64,4.3742859797551485,"Shawshank Redemption, The (1994)"
279,22,4.300950835000921,Braveheart (1995)
279,172,4.250411333532478,"Empire Strikes Back, The (1980)"
279,659,4.200168920661685,Arsenic and Old Lace (1944)
279,191,4.171565400583929,Amadeus (1984)
279,1007,4.114659087712439,Waiting for Guffman (1996)
279,517,4.102563407169982,Manhattan (1979)
279,176,4.1002005990212655,Aliens (1986)
279,203,4.024820139162085,Unforgiven (1992)
327,178,4.551564533373739,12 Angry Men (1957)
327,132,4.550022200655294,"Wizard of Oz, The (1939)"
327,285,4.501029380500737,Secrets & Lies (1996)
327,23,4.44978074878134,Taxi Driver (1976)
327,302,4.324463638137264,L.A. Confidential (1997)
327,709,4.3006402635298295,Strictly Ballroom (1992)
327,190,4.300364527554156,Henry V (1989)
327,180,4.299009321856734,Apocalypse Now (1979)
327,475,4.297462542204872,Trainspotting (1996)
327,651,4.249283568995822,Glory (1989)
346,172,4.450132903684039,"Empire Strikes Back, The (1980)"
346,132,4.4011157715566664,"Wizard of Oz, The (1939)"
346,96,4.301119662152387,Terminator 2: Judgment Day (1991)
346,89,4.274899787977645,Blade Runner (1982)
346,134,4.222307126261648,Citizen Kane (1941)
346,210,4.20049394614377,Indiana Jones and the Last Crusade (1989)
346,168,4.149060234829347,Monty Python and the Holy Grail (1974)
346,302,4.100011682807608,L.A. Confidential (1997)
346,127,4.076572656319519,"Godfather, The (1972)"
346,186,4.073981095597544,"Blues Brothers, The (1980)"
59,427,4.600687440391208,To Kill a Mockingbird (1962)
59,127,4.499724898682321,"Godfather, The (1972)"
59,654,4.475831696670765,Chinatown (1974)
59,23,4.475134040100827,Taxi Driver (1976)
59,199,4.450179890924651,"Bridge on the River Kwai, The (1957)"
59,528,4.425619800866614,"Killing Fields, The (1984)"
59,134,4.400049242272005,Citizen Kane (1941)
59,56,4.374334807770965,Pulp Fiction (1994)
59,647,4.2503346309349865,Ran (1985)
59,181,4.250157536111805,Return of the Jedi (1983)
514,98,4.4507104892448295,"Silence of the Lambs, The (1991)"
514,22,4.375689358757319,Braveheart (1995)
514,172,4.350344452295588,"Empire Strikes Back, The (1980)"
514,191,4.349538848970348,Amadeus (1984)
514,511,4.300477504603074,Lawrence of Arabia (1962)
514,647,4.274431873007216,Ran (1985)
514,87,4.250934446252551,Searching for Bobby Fischer (1993)
514,183,4.201212199092618,Alien (1979)
514,430,4.175401269402714,Duck Soup (1933)
514,189,4.151078991123115,"Grand Day Out, A (1992)"
807,172,4.6006414308293975,"Empire Strikes Back, The (1980)"
807,199,4.450701388083798,"Bridge on the River Kwai, The (1957)"
807,498,4.30069881443451,"African Queen, The (1951)"
807,28,4.300047827243886,Apollo 13 (1995)
807,496,4.27613229959588,It's a Wonderful Life (1946)
807,265,4.249727620645595,"Hunt for Red October, The (1990)"
807,520,4.226530491753889,"Great Escape, The (1963)"
807,526,4.1503419451788375,Ben-Hur (1959)
807,133,4.149381648518075,Gone with the Wind (1939)
807,8,4.12572312938261,Babe (1995)
473,285,4.44922212127642,Secrets & Lies (1996)
473,242,4.050194963214856,Kolya (1996)
473,9,3.7500292217786817,Dead Man Walking (1995)
473,508,3.64769423010599,"People vs. Larry Flynt, The (1996)"
473,327,3.374625133746896,Cop Land (1997)
473,319,3.149255866848063,Everyone Says I Love You (1996)
342,169,4.574739879578643,"Wrong Trousers, The (1993)"
342,654,4.523781922676583,Chinatown (1974)
342,488,4.350113893318481,Sunset Blvd. (1950)
342,98,4.325894228811332,"Silence of the Lambs, The (1991)"
342,179,4.275277338382002,"Clockwork Orange, A (1971)"
342,135,4.223668704045347,2001: A Space Odyssey (1968)
342,165,4.173698288132779,Jean de Florette (1986)
342,223,4.171886086172432,Sling Blade (1996)
342,297,4.102903160234434,Ulee's Gold (1997)
342,57,4.094065312093553,Priest (1994)
269,179,4.525050099929181,"Clockwork Orange, A (1971)"
269,654,4.449211999053828,Chinatown (1974)
269,661,4.400637707895078,High Noon (1952)
269,192,4.324891696441874,Raging Bull (1980)
269,488,4.302703094703875,Sunset Blvd. (1950)
269,136,4.250510992737799,Mr. Smith Goes to Washington (1939)
269,504,4.24963177276319,Bonnie and Clyde (1967)
269,64,4.222674447540553,"Shawshank Redemption, The (1994)"
269,514,4.199559934905815,Annie Hall (1977)
269,497,4.124334534526495,Bringing Up Baby (1938)
654,408,4.674400329303121,"Close Shave, A (1995)"
654,172,4.475137895694534,"Empire Strikes Back, The (1980)"
654,313,4.474466548568784,Titanic (1997)
654,181,4.423921014675337,Return of the Jedi (1983)
654,265,4.348069549932725,"Hunt for Red October, The (1990)"
654,114,4.299786776382802,Wallace & Gromit: The Best of Aardman Animation (1996)
654,210,4.297959149817214,Indiana Jones and the Last Crusade (1989)
654,302,4.297650102378585,L.A. Confidential (1997)
654,963,4.260034223214878,Some Folks Call It a Sling Blade (1993)
654,275,4.2257648344189445,Sense and Sensibility (1995)
250,480,4.4511369850707085,North by Northwest (1959)
250,64,4.449269947651014,"Shawshank Redemption, The (1994)"
250,89,4.350462066451922,Blade Runner (1982)
250,174,4.350400710574489,Raiders of the Lost Ark (1981)
250,98,4.349403128098,"Silence of the Lambs, The (1991)"
250,475,4.173296054087845,Trainspotting (1996)
250,969,4.076846169961174,Winnie the Pooh and the Blustery Day (1968)
250,195,4.075069226148071,"Terminator, The (1984)"
250,28,3.9737435654208006,Apollo 13 (1995)
250,196,3.8494124124118807,Dead Poets Society (1989)
282,305,3.6207063122755314,"Ice Storm, The (1997)"
282,689,3.2244294056847758,"Jackal, The (1997)"
282,325,2.9241858595213137,Crash (1996)
534,282,3.9755843015253682,"Time to Kill, A (1996)"
534,276,3.774066008313292,Leaving Las Vegas (1995)
534,93,3.700719077170523,Welcome to the Dollhouse (1995)
534,685,3.6504409352427656,Executive Decision (1996)
534,1028,3.5756327531267202,Grumpier Old Men (1995)
534,151,3.5721285066861834,Willy Wonka and the Chocolate Factory (1971)
534,919,3.5509398618412495,"City of Lost Children, The (1995)"
534,455,3.4762072773669765,Jackie Chan's First Strike (1996)
534,619,3.3787801039049383,Extreme Measures (1996)
534,1047,3.2757058167260547,Multiplicity (1996)
194,98,4.600102987233853,"Silence of the Lambs, The (1991)"
194,22,4.475813482315746,Braveheart (1995)
194,50,4.448193208223895,Star Wars (1977)
194,199,4.398051003751196,"Bridge on the River Kwai, The (1957)"
194,135,4.349442998380989,2001: A Space Odyssey (1968)
194,661,4.30012113974953,High Noon (1952)
194,165,4.250851723743742,Jean de Florette (1986)
194,526,4.225380834932485,Ben-Hur (1959)
194,182,4.176155403520594,GoodFellas (1990)
194,435,4.175549657478677,Butch Cassidy and the Sundance Kid (1969)
184,285,4.625426275850509,Secrets & Lies (1996)
184,127,4.599008632427738,"Godfather, The (1972)"
184,22,4.525701035825914,Braveheart (1995)
184,528,4.400183298494583,"Killing Fields, The (1984)"
184,170,4.375591381287265,Cinema Paradiso (1988)
184,275,4.374724625392698,Sense and Sensibility (1995)
184,478,4.349027213342602,"Philadelphia Story, The (1940)"
184,604,4.301525668143865,It Happened One Night (1934)
184,9,4.29987341794749,Dead Man Walking (1995)
184,208,4.275045604707076,Young Frankenstein (1974)
291,50,4.474642670565878,Star Wars (1977)
291,168,4.34948708758073,Monty Python and the Holy Grail (1974)
291,79,4.249480667369331,"Fugitive, The (1993)"
291,7,4.199263796655777,Twelve Monkeys (1995)
291,89,4.174397637776028,Blade Runner (1982)
291,423,4.149903369642477,E.T. the Extra-Terrestrial (1982)
291,655,4.149772942147262,Stand by Me (1986)
291,204,4.098836837237907,Back to the Future (1985)
291,95,4.0249786810921275,Aladdin (1992)
291,238,4.000337856846492,Raising Arizona (1987)
293,64,4.499237916544453,"Shawshank Redemption, The (1994)"
293,657,4.425907762309259,"Manchurian Candidate, The (1962)"
293,474,4.425666587140789,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
293,132,4.424862720512651,"Wizard of Oz, The (1939)"
293,183,4.37528063406015,Alien (1979)
293,135,4.325325141857191,2001: A Space Odyssey (1968)
293,272,4.299984876929038,Good Will Hunting (1997)
293,510,4.276297837346862,"Magnificent Seven, The (1954)"
293,22,4.275091823552174,Braveheart (1995)
293,208,4.2745184086716,Young Frankenstein (1974)
943,12,4.549619503097073,"Usual Suspects, The (1995)"
943,56,4.273402899678413,Pulp Fiction (1994)
943,182,4.197875190357053,GoodFellas (1990)
943,526,4.101354672991524,Ben-Hur (1959)
943,234,4.100586275270009,Jaws (1975)
943,443,4.075955336289722,"Birds, The (1963)"
943,423,4.075152743521043,E.T. the Extra-Terrestrial (1982)
943,97,4.001487234626816,Dances with Wolves (1990)
943,230,3.9246118468047113,Star Trek IV: The Voyage Home (1986)
943,419,3.8986610639092323,Mary Poppins (1964)
65,178,4.574376470882582,12 Angry Men (1957)
65,211,4.248322180420898,M*A*S*H (1970)
65,514,4.151540224545609,Annie Hall (1977)
65,69,4.148986352290276,Forrest Gump (1994)
65,191,4.148645980935302,Amadeus (1984)
65,1142,4.005173440168731,When We Were Kings (1996)
65,237,3.874306019299604,Jerry Maguire (1996)
65,88,3.8495830254803924,Sleepless in Seattle (1993)
65,77,3.700656574017642,"Firm, The (1993)"
65,25,3.551887162672993,"Birdcage, The (1996)"
562,318,4.624781448348288,Schindler's List (1993)
562,174,4.350397569641061,Raiders of the Lost Ark (1981)
562,194,4.302349570684162,"Sting, The (1973)"
562,190,4.1781574924215485,Henry V (1989)
562,435,4.126514531087353,Butch Cassidy and the Sundance Kid (1969)
562,56,4.101058499546255,Pulp Fiction (1994)
562,4,3.951951231257836,Get Shorty (1995)
562,135,3.9241142462871945,2001: A Space Odyssey (1968)
562,684,3.677705982852671,In the Line of Fire (1993)
562,806,3.4911332332277145,Menace II Society (1993)
466,172,4.548712492346216,"Empire Strikes Back, The (1980)"
466,357,4.3743649469624755,One Flew Over the Cuckoo's Nest (1975)
466,173,4.2250370715062875,"Princess Bride, The (1987)"
466,127,4.0983165582303975,"Godfather, The (1972)"
466,210,3.9999864927069755,Indiana Jones and the Last Crusade (1989)
466,510,3.9782348297176644,"Magnificent Seven, The (1954)"
466,55,3.9271128689696315,"Professional, The (1994)"
466,4,3.925111578427265,Get Shorty (1995)
466,117,3.874087524256182,"Rock, The (1996)"
466,273,3.7995351127060046,Heat (1995)
847,96,4.398776084212641,Terminator 2: Judgment Day (1991)
847,174,4.373656356421179,Raiders of the Lost Ark (1981)
847,98,4.323296662383498,"Silence of the Lambs, The (1991)"
847,173,4.272492095641317,"Princess Bride, The (1987)"
847,1,4.2251458456306095,Toy Story (1995)
847,8,4.150295812767275,Babe (1995)
847,482,4.072097079584204,Some Like It Hot (1959)
847,234,4.050210158018632,Jaws (1975)
847,144,3.948679182019379,Die Hard (1988)
847,735,3.9253205167086085,Philadelphia (1993)
650,98,4.625326360195589,"Silence of the Lambs, The (1991)"
650,174,4.600639034094809,Raiders of the Lost Ark (1981)
650,50,4.524631899104507,Star Wars (1977)
650,480,4.499216884436378,North by Northwest (1959)
650,191,4.424348979339146,Amadeus (1984)
650,357,4.399560950263777,One Flew Over the Cuckoo's Nest (1975)
650,484,4.399546778184974,"Maltese Falcon, The (1941)"
650,199,4.375776467426844,"Bridge on the River Kwai, The (1957)"
650,195,4.350396346651548,"Terminator, The (1984)"
650,180,4.350110717657492,Apocalypse Now (1979)
656,316,4.104525874711159,As Good As It Gets (1997)
656,270,3.7502297175186023,Gattaca (1997)
656,327,3.574637600700007,Cop Land (1997)
656,326,3.4510436246380247,G.I. Jane (1997)
656,689,3.1617884138769927,"Jackal, The (1997)"
656,312,2.980956156135665,Midnight in the Garden of Good and Evil (1997)
366,436,3.7258882518688905,"American Werewolf in London, An (1981)"
366,853,3.695771630694337,Braindead (1992)
366,201,3.579357729272093,Evil Dead II (1987)
366,288,3.35,Scream (1996)
366,448,3.323332267329614,"Omen, The (1976)"
366,53,2.8059362865576207,Natural Born Killers (1994)
366,413,2.6537379298843278,Tales from the Crypt Presents: Bordello of Blood (1996)
15,285,4.1795396324515135,Secrets & Lies (1996)
15,283,3.9027784540275032,Emma (1996)
15,9,3.901706077408638,Dead Man Walking (1995)
15,303,3.822515770630995,Ulee's Gold (1997)
15,742,3.6234930310979676,Ransom (1996)
15,405,3.598840756970562,Mission: Impossible (1996)
15,13,3.578656651391453,Mighty Aphrodite (1995)
15,924,3.5219721588408786,White Squall (1996)
15,754,3.3691841670679414,Red Corner (1997)
15,748,3.3262754518514464,"Saint, The (1997)"
474,357,4.549245120306192,One Flew Over the Cuckoo's Nest (1975)
474,174,4.524996442274634,Raiders of the Lost Ark (1981)
474,170,4.500142019496539,Cinema Paradiso (1988)
474,50,4.475047146637525,Star Wars (1977)
474,528,4.450223999986521,"Killing Fields, The (1984)"
474,479,4.375299801404454,Vertigo (1958)
474,136,4.325193604236789,Mr. Smith Goes to Washington (1939)
474,238,4.3249488037799075,Raising Arizona (1987)
474,523,4.300639839514592,Cool Hand Luke (1967)
474,23,4.299899722701426,Taxi Driver (1976)
90,178,4.475115535944127,12 Angry Men (1957)
90,197,4.425274544811542,"Graduate, The (1967)"
90,136,4.349438202891374,Mr. Smith Goes to Washington (1939)
90,174,4.349088611732872,Raiders of the Lost Ark (1981)
90,482,4.325993567413192,Some Like It Hot (1959)
90,659,4.300321251385031,Arsenic and Old Lace (1944)
90,9,4.299865854282518,Dead Man Walking (1995)
90,185,4.299692714143396,Psycho (1960)
90,83,4.274659045747247,Much Ado About Nothing (1993)
90,923,4.227235375170468,Raise the Red Lantern (1991)
503,427,4.624708436045949,To Kill a Mockingbird (1962)
503,318,4.54923091831084,Schindler's List (1993)
503,134,4.473479131446904,Citizen Kane (1941)
503,197,4.35059000836983,"Graduate, The (1967)"
503,174,4.301026903890297,Raiders of the Lost Ark (1981)
503,127,4.2498611045519805,"Godfather, The (1972)"
503,79,4.224838919992314,"Fugitive, The (1993)"
503,488,4.176425974186989,Sunset Blvd. (1950)
503,633,4.152571944008296,"Christmas Carol, A (1938)"
503,166,4.078905705824264,Manon of the Spring (Manon des sources) (1986)
334,483,4.625735228097904,Casablanca (1942)
334,134,4.525673938137007,Citizen Kane (1941)
334,98,4.450135113132065,"Silence of the Lambs, The (1991)"
334,50,4.449402974066871,Star Wars (1977)
334,179,4.3508499791154,"Clockwork Orange, A (1971)"
334,190,4.349914303356677,Henry V (1989)
334,606,4.276588443732282,All About Eve (1950)
334,23,4.275871842859452,Taxi Driver (1976)
334,475,4.24817927233678,Trainspotting (1996)
334,238,4.199981509822431,Raising Arizona (1987)
406,174,4.625678621306127,Raiders of the Lost Ark (1981)
406,480,4.575473415685366,North by Northwest (1959)
406,22,4.525054026784668,Braveheart (1995)
406,180,4.498309299841931,Apocalypse Now (1979)
406,23,4.474293401646399,Taxi Driver (1976)
406,528,4.400811381558248,"Killing Fields, The (1984)"
406,661,4.376768987875517,High Noon (1952)
406,187,4.376443653116831,"Godfather: Part II, The (1974)"
406,136,4.326290707930734,Mr. Smith Goes to Washington (1939)
406,170,4.3252823940047955,Cinema Paradiso (1988)
899,483,4.525276163590942,Casablanca (1942)
899,474,4.373089893164824,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
899,172,4.324915837652697,"Empire Strikes Back, The (1980)"
899,423,4.300352600043776,E.T. the Extra-Terrestrial (1982)
899,515,4.299111574577741,"Boot, Das (1981)"
899,89,4.249732783602767,Blade Runner (1982)
899,96,4.225236409181458,Terminator 2: Judgment Day (1991)
899,195,4.125519185351925,"Terminator, The (1984)"
899,69,4.049143290619471,Forrest Gump (1994)
899,663,4.000565844359201,Being There (1979)
13,127,4.549001133383988,"Godfather, The (1972)"
13,511,4.49969145493638,Lawrence of Arabia (1962)
13,515,4.399165741519797,"Boot, Das (1981)"
13,657,4.374371925404339,"Manchurian Candidate, The (1962)"
13,64,4.373976209602329,"Shawshank Redemption, The (1994)"
13,514,4.300473819778457,Annie Hall (1977)
13,179,4.275178698026564,"Clockwork Orange, A (1971)"
13,520,4.2506722928871294,"Great Escape, The (1963)"
13,205,4.250310736349844,Patton (1970)
13,191,4.249233856390213,Amadeus (1984)
430,168,4.174728285962612,Monty Python and the Holy Grail (1974)
430,19,3.877646843043441,Antonia's Line (1995)
430,293,3.8242920136846688,Donnie Brasco (1997)
430,42,3.7734292572732206,Clerks (1994)
430,152,3.6258216167813604,Sleeper (1973)
430,748,3.027376323099921,"Saint, The (1997)"
24,127,4.42515424701741,"Godfather, The (1972)"
24,100,4.3502377340603156,Fargo (1996)
24,69,4.224984092428763,Forrest Gump (1994)
24,275,4.224604556890394,Sense and Sensibility (1995)
24,655,4.100495652369866,Stand by Me (1986)
24,729,3.6255794267233927,Nell (1994)
24,582,3.6001471914888032,"Piano, The (1993)"
24,402,3.576265157814546,Ghost (1990)
24,249,3.549503442744284,Austin Powers: International Man of Mystery (1997)
24,367,3.424743303550618,Clueless (1995)
634,272,4.425512966667486,Good Will Hunting (1997)
634,50,4.325634420948038,Star Wars (1977)
634,100,4.276046125455575,Fargo (1996)
634,9,4.101528187257827,Dead Man Walking (1995)
634,269,4.050133812426351,"Full Monty, The (1997)"
634,150,4.0494622369902755,Swingers (1996)
634,137,3.975018580774794,Big Night (1996)
634,237,3.9492113284832984,Jerry Maguire (1996)
634,248,3.8998727517363565,Grosse Pointe Blank (1997)
634,293,3.8753188807317844,Donnie Brasco (1997)
727,50,4.524132119905113,Star Wars (1977)
727,511,4.451763907050526,Lawrence of Arabia (1962)
727,22,4.37700619145183,Braveheart (1995)
727,195,4.325104906145806,"Terminator, The (1984)"
727,199,4.298364029276539,"Bridge on the River Kwai, The (1957)"
727,100,4.225985826402604,Fargo (1996)
727,191,4.224930148614315,Amadeus (1984)
